county,state,year,number_of_crimes,geometry,crime_ranking
Graham,AZ,2012,1,POINT (-109.7406365 32.875065),1.0
New Haven,CT,2012,69,POINT (-72.9250518 41.3082138),0.9674329501915708
Forest,PA,2012,2,POINT (-77.6891658 40.9247847),0.9995210727969348
Shelby,TX,2012,5,POINT (-96.5983064 30.0216106),0.9980842911877394
Camden,GA,2014,1,POINT (-81.680639 30.7828871),1.0
San Miguel,NM,2014,1,POINT (-106.734999 32.1553751),1.0
Georgetown,SC,2014,1,POINT (-79.2944965 33.376834),1.0
Clarke,VA,2002,2,POINT (-78.5151022 38.0269533),0.9995210727969348
Fairfield,OH,2005,1,POINT (-84.5605031 39.3458953),1.0
Adair,OK,2009,2,POINT (-95.2713584 36.4367575),0.9995210727969348
Martin,FL,2013,2,POINT (-82.190373 29.2938628),0.9995210727969348
Montague,TX,2013,1,POINT (-97.7204561 33.6648852),1.0
Clarendon,SC,2012,1,POINT (-82.6279108 34.5498302),1.0
Adams,PA,1995,1,POINT (-79.6424845 40.940948),1.0
Wayne,PA,1995,5,POINT (-75.3878616 40.0440149),0.9980842911877394
Darlington,SC,1995,7,POINT (-79.8710831 34.3028537),0.9971264367816092
Williamson,TX,1995,1,POINT (-97.8243302 30.2242983),1.0
Conway,AR,1996,7,POINT (-92.4398402 35.0891932),0.9971264367816092
Bradford,FL,1996,1,POINT (-85.5515957 30.6551933),1.0
Marion,FL,1996,19,POINT (-82.946522 30.4413305),0.9913793103448276
Oneida,ID,1996,2,POINT (-111.7830366 42.2450221),0.9995210727969348
Essex,MA,1996,12,POINT (-70.7803543 42.6326501),0.9947318007662836
Howell,MO,1996,2,POINT (-90.6109566 38.7431078),0.9995210727969348
Oregon,MO,1996,1,POINT (-95.1449753 39.9869407),1.0
Richland,OH,1996,4,POINT (-82.5973848 39.1870147),0.9985632183908046
Clarendon,SC,1996,6,POINT (-82.6279108 34.5498302),0.9976053639846744
Chilton,AL,1997,1,POINT (-87.8441695 31.7821003),1.0
Logan,AR,1997,1,POINT (-94.3874344 36.2009127),1.0
Cassia,ID,1997,4,POINT (-116.2530979 43.5987578),0.9985632183908046
Guilford,NC,1997,53,POINT (-79.8980907 36.0768027),0.975095785440613
Otero,NM,1997,2,POINT (-105.9288749 32.8906592),0.9995210727969348
Miami,OH,1997,1,POINT (-84.7202234 39.1646113),1.0
Canadian,OK,1997,1,POINT (-95.6552659 35.1773202),1.0
Montgomery,PA,1997,15,POINT (-76.8769076 41.1703592),0.9932950191570882
Refugio,TX,1997,2,POINT (-97.2745885 28.3045305),0.9995210727969348
Pinellas,FL,1998,55,POINT (-82.0037957 28.8611831),0.9741379310344828
Newaygo,MI,1998,2,POINT (-85.800051 43.419743),0.9995210727969348
Covington,MS,1998,4,POINT (-90.215773 32.2478918),0.9985632183908046
Santa Fe,NM,1998,48,POINT (-105.938456 35.6876096),0.9774904214559388
Northumberland,PA,1998,1,POINT (-76.7953727 40.8885834),1.0
Harris,TX,1998,355,POINT (-102.3840508 31.9069635),0.8304597701149425
Polk,TX,1998,2,POINT (-95.915026 30.1517012),0.9995210727969348
Roanoke,VA,1998,16,POINT (-79.9414313 37.270973),0.992816091954023
Washington,AR,1999,2,POINT (-93.6825052 33.7743483),0.9995210727969348
Sarasota,FL,1999,13,POINT (-82.5308545 27.3365805),0.9942528735632185
Franklin,NY,1999,1,POINT (-75.1651689 42.3406373),1.0
Cotton,OK,1999,2,POINT (-95.8588688 36.9709103),0.9995210727969348
Lincoln,OK,1999,1,POINT (-99.7603725 34.4939594),1.0
Monroe,WI,1999,3,POINT (-89.6392396 42.6018298),0.9990421455938696
Laramie,WY,1999,1,POINT (-105.5917876 41.3116442),1.0
Pulaski,AR,2000,47,POINT (-92.3098735 34.7684249),0.977969348659004
Norman,MN,2000,1,POINT (-93.5068398 44.8774593),1.0
Franklin,PA,2000,2,POINT (-79.831444 41.397836),0.9995210727969348
Jefferson,TX,2000,16,POINT (-94.3451926 32.7573626),0.992816091954023
Leflore,MS,2001,8,POINT (-90.054808 33.6937282),0.996647509578544
Floyd,GA,2002,1,POINT (-84.5854887 33.8470493),1.0
Olmsted,MN,2002,1,POINT (-92.5957207 43.9807626),1.0
Clackamas,OR,2002,6,POINT (-122.5532561 45.4146516),0.9976053639846744
Stevens,WA,2002,3,POINT (-122.0660914 48.0197794),0.9990421455938696
Tuscaloosa,AL,2003,9,POINT (-87.5675258 33.2095614),0.9961685823754788
Yuma,AZ,2003,5,POINT (-114.6179954 32.723268),0.9980842911877394
San Benito,CA,2003,2,POINT (-121.0817284 36.50982),0.9995210727969348
Greene,IN,2003,2,POINT (-85.0999694 40.4083777),0.9995210727969348
Lincoln,OK,2003,2,POINT (-99.7603725 34.4939594),0.9995210727969348
Snyder,PA,2003,1,POINT (-79.2847586 40.4467347),1.0
Angelina,TX,2003,3,POINT (-94.7069743 31.3658498),0.9990421455938696
San Patricio,TX,2003,3,POINT (-97.773172 27.9695325),0.9990421455938696
Utah,UT,2003,4,POINT (-111.7023404 40.2368431),0.9985632183908046
Charlotte,FL,2004,5,POINT (-82.0906448 26.9761707),0.9980842911877394
Sheridan,WY,2004,1,POINT (-106.956179 44.797194),1.0
Suwannee,FL,2005,1,POINT (-83.1442945 29.32885),1.0
Black Hawk,IA,2005,1,POINT (-90.6376389 41.5208652),1.0
Boone,KY,2005,2,POINT (-84.316601 37.5175837),0.9995210727969348
Sullivan,TN,2005,9,POINT (-82.5932079 36.4778788),0.9961685823754788
Wilbarger,TX,2005,1,POINT (-97.4633594 30.2727757),1.0
Lee,VA,2005,1,POINT (-77.8163845 37.611536),1.0
Wise,VA,2005,3,POINT (-82.5757108 36.9759345),0.9990421455938696
San Joaquin,CA,2006,61,POINT (-120.1890447 36.6066162),0.971264367816092
Henderson,KY,2006,2,POINT (-87.5907631 37.8367513),0.9995210727969348
St. Landry,LA,2006,3,POINT (-92.257905 30.8443611),0.9990421455938696
Genesee,NY,2006,1,POINT (-78.2481994 42.0470457),1.0
Haywood,TN,2006,2,POINT (-89.2705746 35.5906789),0.9995210727969348
Hopkins,TX,2006,1,POINT (-95.6182897 33.2706673),1.0
Gooding,ID,2007,1,POINT (-114.7131938 42.9389067),1.0
Lincoln,MT,2007,1,POINT (-112.699302 46.944674),1.0
Erie,PA,2007,8,POINT (-80.0852695 42.1294712),0.996647509578544
Clark,WA,2007,9,POINT (-118.6894206 47.9249627),0.9961685823754788
Shelby,AL,2008,2,POINT (-86.584149 33.110396),0.9995210727969348
Wagoner,OK,2008,1,POINT (-95.3756535 35.9593531),1.0
Bamberg,SC,2008,2,POINT (-81.0348202 33.2971012),0.9995210727969348
Russell,AL,2009,2,POINT (-88.2319506 31.0562907),0.9995210727969348
Van Buren,MI,2009,3,POINT (-83.4841464 42.2207982),0.9990421455938696
Columbia,PA,2009,1,POINT (-76.5016402 40.032089),1.0
Bamberg,SC,2009,1,POINT (-81.0348202 33.2971012),1.0
Gilchrist,FL,2010,1,POINT (-81.8923081 26.7753447),1.0
McCracken,KY,2010,2,POINT (-88.6729927 37.093124),0.9995210727969348
Durham,NC,2010,27,POINT (-78.9018053 35.996653),0.9875478927203064
St. Lawrence,NY,2010,2,POINT (-76.1677157 44.1772711),0.9995210727969348
Okmulgee,OK,2010,3,POINT (-95.9719711 35.6230879),0.9990421455938696
Dickson,TN,2010,4,POINT (-87.3870096 36.0766534),0.9985632183908046
Harrison,WV,2010,4,POINT (-80.9534376 38.5128786),0.9985632183908046
Fresno,CA,2011,55,POINT (-119.78483 36.7394421),0.9741379310344828
De Soto,FL,2011,1,POINT (-81.405073 27.4425383),1.0
Camden,NJ,2011,63,POINT (-75.1198911 39.9448402),0.9703065134099615
Somerset,NJ,2011,4,POINT (-74.4884868 40.4976041),0.9985632183908046
Knox,TN,2011,30,POINT (-86.7996516 36.1979846),0.9861111111111112
Union,TN,2011,2,POINT (-84.4857685 36.0709104),0.9995210727969348
Limestone,TX,2011,8,POINT (-97.6755441 30.3909145),0.996647509578544
Oneida,NY,2013,13,POINT (-75.6508149 43.0943244),0.9942528735632185
Schenectady,NY,2013,12,POINT (-73.9395687 42.8142432),0.9947318007662836
Lancaster,SC,2013,8,POINT (-80.7709015 34.7204257),0.996647509578544
Orangeburg,SC,2013,5,POINT (-80.8556476 33.4918203),0.9980842911877394
Fort Bend,TX,2013,14,POINT (-95.4920054 29.5983495),0.9937739463601531
Harris,TX,2013,378,POINT (-102.3840508 31.9069635),0.8194444444444444
Okfuskee,OK,2012,1,POINT (-96.2283357 35.5953676),1.0
Davis,UT,2012,3,POINT (-111.8777129 40.6807803),0.9990421455938696
Hernando,FL,2014,13,POINT (-82.3745401 28.8999815),0.9942528735632185
Ben Hill,GA,2014,1,POINT (-84.5113194 33.6906644),1.0
Dawson,GA,2014,1,POINT (-84.4465827 31.7735001),1.0
Clark,IN,2014,1,POINT (-87.3945392 41.6113484),1.0
George,MS,2014,2,POINT (-90.7017634 32.8501303),0.9995210727969348
Ashe,NC,2014,1,POINT (-80.6332489 35.0726511),1.0
Tazewell,VA,2003,3,POINT (-81.5194582 37.116249),0.9990421455938696
Appling,GA,2005,1,POINT (-82.3159572 33.5459683),1.0
Klamath,OR,1995,4,POINT (-121.78167 42.224867),0.9985632183908046
Pickens,SC,1995,3,POINT (-82.7073573 34.8834489),0.9990421455938696
Angelina,TX,1995,7,POINT (-94.7069743 31.3658498),0.9971264367816092
Bee,TX,1995,2,POINT (-97.94501 30.3085373),0.9995210727969348
Hot Spring,AR,1996,2,POINT (-92.8681111 34.2977104),0.9995210727969348
Ventura,CA,1996,34,POINT (-119.293174 34.2783355),0.9841954022988506
Sussex,DE,1996,10,POINT (-75.0572667 38.5480137),0.9956896551724138
Wayne,MI,1996,484,POINT (-83.3863215 42.2814269),0.7686781609195402
Clay,MO,1996,3,POINT (-92.4524133 40.2275342),0.9990421455938696
York,SC,1996,5,POINT (-81.2421403 34.9940654),0.9980842911877394
Cumberland,VA,1996,2,POINT (-78.2446058 37.4966375),0.9995210727969348
Vermillion,IN,1997,1,POINT (-85.8677611 39.9412423),1.0
Cumberland,NJ,1997,12,POINT (-74.9407279 39.3698374),0.9947318007662836
St. Lawrence,NY,1997,1,POINT (-76.1677157 44.1772711),1.0
Uvalde,TX,1997,2,POINT (-99.7859936 29.2098024),0.9995210727969348
Contra Costa,CA,1998,58,POINT (-122.054374 37.9265354),0.9727011494252874
Ottawa,MI,1998,1,POINT (-84.434191 42.7253498),1.0
Crawford,OH,1998,1,POINT (-83.3421447 40.9197777),1.0
Klamath,OR,1998,5,POINT (-121.78167 42.224867),0.9980842911877394
Comanche,TX,1998,1,POINT (-98.6040074 31.8975584),1.0
Merced,CA,1999,14,POINT (-120.4843269 37.3029568),0.9937739463601531
Bossier,LA,1999,6,POINT (-93.7336536 32.515887),0.9976053639846744
Granville,NC,1999,3,POINT (-81.4120342 35.8098538),0.9990421455938696
Union,NJ,1999,17,POINT (-74.2698106 40.6964878),0.992337164750958
Garvin,OK,1999,1,POINT (-94.9424443 33.9539972),1.0
Ward,TX,1999,3,POINT (-97.0275053 32.4643062),0.9990421455938696
Prince William,VA,1999,15,POINT (-77.3007735 38.638942),0.9932950191570882
Chittenden,VT,1999,8,POINT (-72.9476604 43.707734),0.996647509578544
Glenn,CA,2000,1,POINT (-122.0138651 39.5218283),1.0
Union,FL,2000,1,POINT (-86.0421607 30.8037977),1.0
Hughes,OK,2000,2,POINT (-94.9719022 34.9492654),0.9995210727969348
Charlottesville,VA,2000,3,POINT (-78.4766781 38.029306),0.9990421455938696
Rutland,VT,2000,2,POINT (-72.9724768 43.6084792),0.9995210727969348
Skagit,WA,2000,4,POINT (-122.3629364 48.383437),0.9985632183908046
Sarasota,FL,2001,7,POINT (-82.5308545 27.3365805),0.9971264367816092
Seminole,FL,2001,8,POINT (-82.7911248 27.8400919),0.996647509578544
Grant,LA,2001,1,POINT (-92.9484868 30.7885279),1.0
Queen Anne's,MD,2001,2,POINT (-76.0184904 39.0341685),0.9995210727969348
Ionia,MI,2001,1,POINT (-85.0711174 42.9872547),1.0
Adams,MS,2001,2,POINT (-90.5606536 32.1598736),0.9995210727969348
Franklin,OH,2001,97,POINT (-84.3041074 39.5589474),0.9540229885057472
Brazoria,TX,2001,9,POINT (-95.5691126 29.0444147),0.9961685823754788
Dallas,AL,2002,2,POINT (-86.576659 34.7439798),0.9995210727969348
Gila,AZ,2002,1,POINT (-112.716823 32.9478267),1.0
Crisp,GA,2002,1,POINT (-83.6796135 31.9568419),1.0
Howard,TX,2002,2,POINT (-96.7711052 32.2907013),0.9995210727969348
Hennepin,MN,2003,60,POINT (-93.2798879 44.9827372),0.9717432950191572
Madison,VA,2003,1,POINT (-78.2576804 38.3799863),1.0
Yakima,WA,2003,13,POINT (-120.510842 46.601557),0.9942528735632185
Jefferson,CO,2004,8,POINT (-105.8005286 39.3773608),0.996647509578544
Escambia,FL,2004,21,POINT (-86.6330096 30.9579598),0.9904214559386972
Muscogee,GA,2004,25,POINT (-84.9515977 32.4515322),0.9885057471264368
Franklin,LA,2004,2,POINT (-91.5055523 29.7962145),0.9995210727969348
Norfolk,VA,2004,35,POINT (-76.2899539 36.8493695),0.9837164750957854
Dawson,GA,2005,1,POINT (-84.4465827 31.7735001),1.0
Bates,MO,2005,1,POINT (-94.072446 39.0061187),1.0
Haywood,NC,2005,2,POINT (-79.0639047 35.6201515),0.9995210727969348
Dauphin,PA,2005,15,POINT (-76.9333394 40.3678069),0.9932950191570882
Hunt,TX,2005,8,POINT (-99.3352051 30.0695515),0.996647509578544
Smith,TX,2005,12,POINT (-97.3513926 31.055458),0.9947318007662836
Navajo,AZ,2006,2,POINT (-109.537964 35.1243353),0.9995210727969348
Franklin,IN,2006,1,POINT (-86.0549863 39.4806056),1.0
Hennepin,MN,2006,69,POINT (-93.2798879 44.9827372),0.9674329501915708
Rock,WI,2006,4,POINT (-89.1036638 42.628104),0.9985632183908046
Glynn,GA,2007,18,POINT (-81.527325 31.2221733),0.9918582375478928
Henderson,KY,2007,2,POINT (-87.5907631 37.8367513),0.9995210727969348
Lancaster,PA,2007,14,POINT (-76.3056707 40.0379958),0.9937739463601531
Lehigh,PA,2007,20,POINT (-75.608242 40.7767611),0.9909003831417624
Georgetown,SC,2007,6,POINT (-79.2944965 33.376834),0.9976053639846744
Monroe,TN,2007,3,POINT (-85.2424622 36.4370083),0.9990421455938696
Sullivan,TN,2007,4,POINT (-82.5932079 36.4778788),0.9985632183908046
Wheeler,TX,2007,1,POINT (-100.2728514 35.4425853),1.0
Greene,IN,2008,1,POINT (-85.0999694 40.4083777),1.0
Clarke,AL,2009,3,POINT (-87.5766817 33.9145508),0.9990421455938696
Meriwether,GA,2009,1,POINT (-83.2991502 33.1489724),1.0
Wyandotte,KS,2009,38,POINT (-94.661112 39.0531539),0.98227969348659
Caddo,LA,2009,38,POINT (-93.9737925 32.7565317),0.98227969348659
Evangeline,LA,2009,1,POINT (-92.5706934 30.2624271),1.0
Plymouth,MA,2009,15,POINT (-70.6673851 41.9583799),0.9932950191570882
Marion,OH,2009,1,POINT (-83.1287349 40.5886259),1.0
Garvin,OK,2009,1,POINT (-94.9424443 33.9539972),1.0
Atascosa,TX,2009,6,POINT (-98.7319673 29.2669044),0.9976053639846744
Gonzales,TX,2009,1,POINT (-97.4496293 29.5068721),1.0
Jackson,TX,2009,1,POINT (-94.0599144 31.9340574),1.0
Macon,AL,2010,3,POINT (-86.0771944 33.7306556),0.9990421455938696
Glades,FL,2010,1,POINT (-80.2052687 25.9105056),1.0
Lowndes,GA,2010,3,POINT (-83.2681036 30.807456),0.9990421455938696
Fayette,KY,2010,18,POINT (-84.4970393 38.0464066),0.9918582375478928
Clark,NV,2010,145,POINT (-119.481755 39.5640019),0.9310344827586208
Montgomery,TX,2010,14,POINT (-95.6963355 30.3882613),0.9937739463601531
Boone,KY,2011,4,POINT (-84.316601 37.5175837),0.9985632183908046
Ingham,MI,2011,14,POINT (-84.3116086 42.5760964),0.9937739463601531
Kerr,TX,2011,4,POINT (-96.8518036 32.9220168),0.9985632183908046
Wise,TX,2011,2,POINT (-96.035248 32.5134708),0.9995210727969348
Carbon,UT,2011,1,POINT (-110.4149229 39.5477099),1.0
Chesterfield,VA,2011,10,POINT (-77.5046698 37.3777927),0.9956896551724138
Sharp,AR,2013,1,POINT (-91.5356919 35.8136868),1.0
Chatham,GA,2013,33,POINT (-83.4169105 33.9980577),0.9846743295019156
Blaine,ID,2013,1,POINT (-114.5956101 43.3424024),1.0
Oldham,KY,2013,1,POINT (-85.4210695 38.4975639),1.0
Lewis,NY,2013,2,POINT (-73.565826 44.275196),0.9995210727969348
Hancock,WV,2013,1,POINT (-78.1775069 39.69287),1.0
Raleigh,WV,2013,6,POINT (-81.1742659 37.7567819),0.9976053639846744
Delaware,IA,2012,2,POINT (-91.3454214 42.4752682),0.9995210727969348
Montcalm,MI,2012,1,POINT (-85.2521977 43.271685),1.0
Gilchrist,FL,2014,7,POINT (-81.8923081 26.7753447),0.9971264367816092
White,GA,2014,1,POINT (-84.7452138 34.2828722),1.0
Henderson,KY,2014,1,POINT (-87.5907631 37.8367513),1.0
Kalkaska,MI,2014,2,POINT (-85.175887 44.734173),0.9995210727969348
Wexford,MI,2014,1,POINT (-85.7574898 44.4881468),1.0
Fayette,TX,2014,4,POINT (-96.7501847 29.9111941),0.9985632183908046
Nacogdoches,TX,2014,4,POINT (-94.6559702 31.6037322),0.9985632183908046
Dodge,WI,2014,1,POINT (-91.5064662 44.1171841),1.0
Preston,WV,2014,1,POINT (-79.6856122 39.4350915),1.0
Sheridan,WY,2014,2,POINT (-106.956179 44.797194),0.9995210727969348
Hays,TX,2005,3,POINT (-97.8722281 30.1227118),0.9990421455938696
Decatur,TN,2006,1,POINT (-84.7902223 35.5147939),1.0
Kenosha,WI,2009,5,POINT (-87.8212263 42.5846773),0.9980842911877394
Gillespie,TX,2010,1,POINT (-102.3559564 31.8389633),1.0
Phillips,AR,2011,6,POINT (-90.5842757 35.816464),0.9976053639846744
Mahoning,OH,2013,15,POINT (-81.0487057 41.2589449),0.9932950191570882
Hartford,CT,2012,34,POINT (-72.6908547 41.764582),0.9841954022988506
Hardin,KY,2012,8,POINT (-88.2953134 36.7647773),0.996647509578544
Calcasieu,LA,2012,9,POINT (-92.7115348 31.0896313),0.9961685823754788
Schuyler,NY,2012,1,POINT (-75.098056 43.096111),1.0
Jefferson,TX,2012,21,POINT (-94.3451926 32.7573626),0.9904214559386972
Denton,TX,2014,7,POINT (-97.1330516 33.2150386),0.9971264367816092
Northampton,PA,1995,8,POINT (-75.0020315 40.209433),0.996647509578544
Sweetwater,WY,1995,1,POINT (-108.183704 42.5421817),1.0
Stanislaus,CA,1996,31,POINT (-120.3701959 38.1382537),0.985632183908046
Scott,IN,1996,1,POINT (-85.5569295 41.7336618),1.0
Ottawa,MI,1996,1,POINT (-84.434191 42.7253498),1.0
Renville,ND,1996,1,POINT (-101.299206 48.7627549),1.0
Cheshire,NH,1996,1,POINT (-72.0370998 42.7576513),1.0
Oneida,NY,1996,12,POINT (-75.6508149 43.0943244),0.9947318007662836
Johnson,TX,1996,5,POINT (-102.3950568 31.8387547),0.9980842911877394
Live Oak,TX,1996,1,POINT (-98.3334411 29.5628983),1.0
Lubbock,TX,1996,15,POINT (-101.8470215 33.5855677),0.9932950191570882
Houston,GA,1997,4,POINT (-85.1377196 33.1595654),0.9985632183908046
Sumter,GA,1997,2,POINT (-84.2549102 31.949333),0.9995210727969348
Poweshiek,IA,1997,1,POINT (-93.2829439 41.7281249),1.0
Forsyth,NC,1997,15,POINT (-80.3134854 36.1698499),0.9932950191570882
Victoria,TX,1997,9,POINT (-97.0064246 28.7997547),0.9961685823754788
Abbeville,SC,1998,3,POINT (-82.3792463 34.1779495),0.9990421455938696
St. Lucie,FL,1999,9,POINT (-80.3503283 27.2939333),0.9961685823754788
Butts,GA,1999,1,POINT (-82.026227 32.7259967),1.0
Montcalm,MI,1999,2,POINT (-85.2521977 43.271685),0.9995210727969348
Blue Earth,MN,1999,1,POINT (-94.1021821 43.637455),1.0
Madison,NE,1999,1,POINT (-97.4551531 41.8281104),1.0
Robeson,NC,1999,32,POINT (-79.275671 34.8001855),0.9851532567049808
Hillsborough,NH,1999,5,POINT (-71.8948666 43.1149568),0.9980842911877394
Lyon,NV,1999,3,POINT (-119.8340544 39.5263683),0.9990421455938696
York,VA,1999,1,POINT (-82.1254221 38.905913),1.0
Canyon,ID,2000,2,POINT (-116.4126738 47.5751928),0.9995210727969348
Dubois,IN,2000,2,POINT (-86.8044393 38.445332),0.9995210727969348
Hendricks,IN,2000,1,POINT (-86.1483203 39.6081023),1.0
Ogemaw,MI,2000,1,POINT (-84.3079646 44.2947968),1.0
Dawson,NE,2000,2,POINT (-95.830549 40.131112),0.9995210727969348
Chatham,NC,2000,3,POINT (-80.7609721 35.3465823),0.9990421455938696
Columbia,NY,2000,1,POINT (-75.0427129 42.9277366),1.0
Oconee,SC,2001,1,POINT (-82.8967672 34.7938113),1.0
District of Columbia,DC,2002,252,POINT (-77.0365427 38.8950368),0.8797892720306514
Ford,KS,2002,3,POINT (-99.754016 37.6361315),0.9990421455938696
Montcalm,MI,2002,2,POINT (-85.2521977 43.271685),0.9995210727969348
Choctaw,OK,2002,3,POINT (-97.2689263 35.4975654),0.9990421455938696
Whatcom,WA,2002,4,POINT (-122.4829038 48.7550742),0.9985632183908046
Jefferson,AL,2003,99,POINT (-87.8980699 32.3868067),0.9530651340996168
Miller,AR,2003,4,POINT (-94.2643747 36.4164649),0.9985632183908046
Gadsden,FL,2003,4,POINT (-84.9771341 29.9171498),0.9985632183908046
Pearl River,MS,2003,2,POINT (-89.2278492 32.7834624),0.9995210727969348
Cherokee,NC,2003,5,POINT (-83.3189781 35.4766377),0.9980842911877394
Smith,TX,2003,15,POINT (-97.3513926 31.055458),0.9932950191570882
Charlottesville,VA,2003,1,POINT (-78.4766781 38.029306),1.0
Ada,ID,2004,1,POINT (-116.3206513 43.5292589),1.0
Henderson,TX,2004,5,POINT (-94.7993802 32.1532157),0.9980842911877394
Grant,WA,2004,3,POINT (-92.9104908 45.084411),0.9990421455938696
Tippecanoe,IN,2005,5,POINT (-86.114999 41.2089325),0.9980842911877394
Monroe,MI,2005,2,POINT (-83.3968252 41.9145037),0.9995210727969348
Freeborn,MN,2005,1,POINT (-93.5641078 43.7657901),1.0
Alameda,CA,2006,178,POINT (-122.241635 37.7652076),0.9152298850574712
Santa Clara,CA,2006,40,POINT (-121.955174 37.3541132),0.9813218390804598
Union,FL,2006,1,POINT (-86.0421607 30.8037977),1.0
Scott,TN,2006,1,POINT (-84.7510532 35.6547942),1.0
Tallapoosa,AL,2007,3,POINT (-85.8485691 32.5515236),0.9990421455938696
Clare,MI,2007,1,POINT (-84.768628 43.81947),1.0
Jackson,GA,2008,1,POINT (-83.9660209 33.2945651),1.0
Jones,GA,2008,2,POINT (-81.4801073 31.6338288),0.9995210727969348
Henderson,KY,2008,7,POINT (-87.5907631 37.8367513),0.9971264367816092
St. Charles,LA,2008,4,POINT (-90.7209236 29.7532654),0.9985632183908046
Harnett,NC,2008,3,POINT (-78.7922429 35.3454392),0.9990421455938696
Philadelphia,PA,2008,331,POINT (-75.1635262 39.9527237),0.8419540229885057
Nacogdoches,TX,2008,2,POINT (-94.6559702 31.6037322),0.9995210727969348
Whatcom,WA,2008,2,POINT (-122.4829038 48.7550742),0.9995210727969348
Morrow,OR,2009,1,POINT (-119.6686733 45.851208),1.0
Charleston,SC,2009,21,POINT (-79.9399309 32.7884363),0.9904214559386972
Juneau,AK,2010,21,POINT (-134.419734 58.3019496),0.9904214559386972
Faulkner,AR,2010,6,POINT (-94.0863113 34.3403867),0.9976053639846744
Washington,AR,2010,1,POINT (-93.6825052 33.7743483),1.0
Sussex,DE,2010,4,POINT (-75.0572667 38.5480137),0.9985632183908046
Saginaw,MI,2010,7,POINT (-83.9490365 43.4200387),0.9971264367816092
Marion,OH,2010,1,POINT (-83.1287349 40.5886259),1.0
Payne,OK,2010,1,POINT (-97.5300307 34.9061837),1.0
Adams,PA,2010,4,POINT (-79.6424845 40.940948),0.9985632183908046
Duval,TX,2010,2,POINT (-97.7293369 30.4117004),0.9995210727969348
Breckinridge,KY,2011,1,POINT (-84.378549 38.4414625),1.0
Kennebec,ME,2011,4,POINT (-67.46388 44.6684111),0.9985632183908046
Ector,TX,2011,11,POINT (-96.2731254 33.5772527),0.9952107279693486
Douglas,WA,2011,1,POINT (-120.0047852 47.6212432),1.0
Portage,WI,2011,1,POINT (-89.461334 43.539494),1.0
Orange,FL,2013,81,POINT (-85.0091098 30.2449578),0.9616858237547892
Wicomico,MD,2013,3,POINT (-76.8766366 38.4134581),0.9990421455938696
Douglas,NE,2013,53,POINT (-96.3852426 40.5915455),0.975095785440613
